Client ID,Life Science,Human Body,Plants and Microbiology,Biotechnology,Genetics,Motion,Energy,Electricity,Modern Physics,Atoms,Chemical Reactions,Organic and Inorganic Chemistry,Thermodynamics & Kinetics,Acids and Bases,Ecology,Climate change,Pollution & Waste Management,Sustainability,Problem-Solving Techniques,Mathematical Reasoning & IQ Tests,"Arithmetic (Fractions, Decimals, Ratios, Percentages)",Word based problems,Algebra & Linear Equations,Trigonometry,Calculus,Differential Equations,Discrete Mathematics,Data Analysis,Basic Statistics,Probability,Computer Operations & MS Office,C,C++,Scratch,Python,JAVA,Backend,Full-Stack Development (Frontend & Backend),"Databases (SQL, NoSQL) & APIs",Mobile App Development,Object-Oriented Programming,Web Development,Data Structures & Algorithms,AI & Machine Learning,Cybersecurity & Ethical Hacking,History,Geography,Civics & Political Science,Psychology & Sociology,Economics,Communication & Soft Skills,Entrepreneurship
124,0,0,2,1,0,1,0,2,0,0,4,0,4,5,4,5,5,5,5,0,0,0,0,2,0,0,1,2,0,2,0,1,1,0,0,2,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0
125,0,4,4,4,4,5,4,5,4,4,0,0,0,2,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,0,1,0,2,0,2,0,0,0
126,5,5,0,4,5,0,5,4,4,5,0,0,0,0,0,1,0,0,1,2,0,1,2,0,1,0,2,1,1,1,0,2,1,0,0,0,0,1,0,0,1,1,0,1,0,2,1,0,1,0,0,1
127,0,0,0,2,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2,2,0,4,5,0,0,4,0,4,0,5,4,5,4,5,0,5,1,0,1,0,0,0,0
128,0,2,0,1,0,0,1,0,2,0,4,0,5,4,0,4,4,5,4,0,0,1,0,0,0,2,2,0,0,2,2,0,1,1,2,2,0,0,2,2,1,2,0,1,0,0,1,2,0,0,0,0
129,0,0,2,1,1,1,1,1,0,0,2,0,0,2,1,0,0,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,2,2,1,0,0,0,2,0,1,0,0,1,2,0,0,4,5,0,0
130,5,4,5,0,4,2,0,1,0,2,0,0,0,2,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
131,0,0,1,0,0,1,0,0,2,0,0,2,2,0,0,0,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,2,0,0,2,1,0,1,0,0,0,0,0,1
132,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,4,4,0,4,0,4,4,4,5,5,0,0,0,2,0,0,0,0,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0
133,0,1,0,0,0,0,0,0,0,1,2,2,1,1,2,0,0,1,1,1,0,2,0,0,2,1,0,1,2,1,2,0,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,4,4,0,0
134,0,1,1,0,0,0,0,2,0,1,0,1,0,2,1,5,4,5,2,2,0,0,0,0,1,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0
135,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,4,5,4,0,0,2,0,0,1,2,0,1,0,0,1,1,0,1,2,2,0,0,2,0,0,2,0,1,0,0,0,0,0,1,0,1,2
136,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,1,0,1,2,1,1,0,2,1,0,2,2,1,2,1,0,0,1,0,0,0,0,2,2,0,0,4,0,0,0
137,0,5,4,4,4,0,0,1,0,2,2,0,0,2,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,2,1,0,0,0,0
138,1,0,2,0,0,2,0,1,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,2,4,0,4,4,0,4,4
139,4,4,4,4,4,2,0,0,1,0,0,2,0,0,2,1,2,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
140,4,5,5,0,4,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,2,1,2,0,0,2,2,0,0,2,0,1,2,0,1,0,1,2,0,0,0,0,0,1,0,0,1
141,2,0,1,0,1,0,0,2,0,0,5,5,4,0,4,4,0,5,0,2,0,0,0,2,1,0,0,1,0,2,0,0,0,1,0,2,0,1,1,0,0,0,0,0,2,1,1,0,0,1,0,0
142,5,0,4,5,4,0,0,2,0,0,0,0,0,1,1,0,2,0,0,2,2,0,1,0,0,1,1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,0,0,2,1,0,0,1,0,0,1,1
143,0,0,1,2,0,2,0,0,0,0,4,4,4,0,4,5,5,5,0,0,0,2,0,0,0,2,1,0,1,1,0,0,1,0,2,1,0,2,0,0,1,2,1,0,0,0,1,0,0,1,0,1
144,0,0,0,0,0,0,2,1,0,0,1,0,0,2,2,0,2,2,2,0,1,1,2,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,1,0,1,0,1,4,5,4,5,4,4,0
145,4,4,5,4,4,4,0,0,5,4,0,2,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,1,2,0,0,0,1,1,1,2,2,0,0,0,1,0,0,0
146,0,4,0,4,5,0,1,1,1,0,1,2,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,1,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0
147,2,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,2,0,1,1,0,2,0,0,1,1,0,5,4,4,5,5,0,4
148,0,0,0,1,1,1,2,0,0,1,2,1,1,0,1,1,0,0,1,5,4,5,4,0,4,0,0,4,5,0,2,1,0,0,1,0,1,2,1,2,2,1,0,0,1,0,0,0,2,1,2,0
149,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,2,0,5,4,4,0,4,4,4,0,5,4,4,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
150,0,2,2,0,2,0,0,0,0,0,2,0,0,0,2,5,0,4,0,2,0,2,2,1,0,0,0,2,1,0,0,0,2,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0
151,0,0,0,1,0,0,1,2,2,0,1,0,0,0,1,0,0,2,0,0,1,0,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,5,0,0
152,1,0,1,0,1,2,1,2,1,1,0,2,1,1,1,4,4,4,1,2,0,1,0,0,2,0,0,2,1,0,0,0,2,0,1,0,0,0,2,2,0,0,1,1,1,0,0,0,0,1,1,0
153,1,0,0,0,1,0,2,1,0,1,0,0,2,0,0,2,0,1,0,0,0,0,1,0,1,0,2,0,1,0,0,0,2,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,5,0,0,0
154,0,2,0,0,0,2,1,1,1,1,1,1,0,1,0,2,0,2,1,4,0,4,4,0,0,4,0,0,4,4,2,2,2,0,0,0,0,1,2,0,0,0,0,0,2,0,0,2,0,1,0,0
155,0,4,5,0,4,2,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,2,0,2,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,2,0
156,0,4,5,4,4,4,5,4,4,5,0,0,1,0,0,2,1,1,0,0,0,1,1,0,1,1,0,2,0,2,0,2,2,1,0,2,0,1,0,0,2,0,0,2,0,1,0,0,1,2,0,0
157,2,0,1,0,0,1,0,2,0,1,0,0,2,0,2,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,4,4,4,5,5,5,4
158,4,4,0,0,4,5,4,4,5,4,2,1,2,2,1,2,0,0,0,0,0,2,1,0,2,1,1,0,0,0,0,1,0,2,2,1,0,2,1,2,1,0,0,0,2,0,0,0,0,2,2,2
159,0,4,4,4,4,0,1,0,1,0,1,2,2,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,1,1,1,0,0,2,1,0,1,1,0,0,2,0,0,2,0,0,1,0,0,0,0,0
160,1,0,1,0,0,0,1,0,0,0,1,0,1,2,1,2,0,0,1,2,2,1,0,1,1,0,2,0,0,0,2,0,2,0,0,0,2,0,1,2,0,0,1,0,2,0,1,4,4,4,0,0
161,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,5,5,4,0,0,4,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1
162,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,1,1,1,0,4,4,4,5,5,4,4,0,0,4,4,4,0,4,5,0,0,0,0,0,0,0
163,0,0,2,0,0,0,2,0,1,0,1,0,0,2,0,2,2,1,1,2,0,2,0,0,2,0,1,0,0,2,4,5,4,4,0,4,4,4,0,0,0,0,4,0,0,2,1,0,1,0,0,0
164,2,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,2,0,2,2,2,1,2,0,0,1,1,0,0,1,0,2,0,2,0,2,0,0,0,0,2,0,2,1,0,2,2,4,0,4,2,0
165,0,4,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,1,2,0,2,0,1
166,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,2,1,0,0,1,1,0,1,1,2,0,0,0,2,0,4,0,4,0,4,4,0
167,0,0,0,0,1,0,0,2,0,0,4,4,0,5,4,0,5,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,2,0,1,1,2,2,1,0
168,1,0,0,2,0,0,0,1,0,0,1,2,0,0,0,4,4,5,1,1,1,2,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,2,0
169,1,1,0,1,0,2,0,0,1,0,0,2,0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,1,1,0,0,5,4,4,4,0,4,4,5,0,4,4,0,4,5,2,0,2,2,0,0,0
170,4,5,4,5,5,0,4,4,4,4,0,0,0,0,1,0,2,0,2,2,0,2,0,0,1,0,2,2,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,2
171,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,4,4,0,4,5
172,1,2,0,0,2,1,0,1,0,0,0,0,2,2,0,2,0,0,1,1,0,2,1,1,1,0,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,0,4,0,2
173,0,0,1,0,0,0,1,0,0,1,0,2,1,1,0,4,4,5,1,2,0,0,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,2,1,0,0,1,1,0,1,2,0,2,0,2,0
174,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2,0,1,0,1,0,0,2,0,4,4,5,0,4,4,4,4,4,0,0,4,4,4,4,0,0,0,0,0,1,0
175,2,0,0,2,0,0,0,2,0,2,0,1,0,2,2,0,0,2,0,0,0,2,2,2,2,0,1,2,2,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,1,4,5,4,4,5,4,4
176,2,0,1,0,2,1,0,1,0,0,4,4,0,4,0,4,4,4,4,0,0,0,2,1,2,1,0,1,1,0,1,0,0,2,1,0,1,0,1,1,2,0,0,2,0,0,0,0,1,0,2,0
177,1,0,2,0,0,1,2,2,1,0,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4,0,4,5,4,5,5,0,4,5,4,4,4,4,5,0,0,2,2,1,0,0
178,0,1,0,1,0,1,0,0,0,0,1,2,2,0,1,0,1,1,0,4,4,4,0,5,4,4,0,4,4,4,0,2,0,0,2,0,2,0,2,1,1,0,1,0,1,0,0,0,0,0,1,0
179,4,0,4,0,0,5,0,0,4,5,2,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0
180,1,0,0,1,2,1,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,1,0,0,5,4,5,0,0,4
181,0,1,1,1,1,1,0,0,1,0,5,0,4,4,4,4,4,0,5,2,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,2,1,1,2,0,0,0,2,1,1,0,0,2
182,0,1,2,0,0,0,0,2,2,2,1,0,0,1,0,1,0,1,1,0,0,4,4,0,5,4,0,4,4,4,0,1,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
183,5,5,5,4,5,1,1,2,0,0,1,0,0,2,0,2,0,0,1,1,0,0,1,1,0,1,1,0,1,0,2,2,0,0,1,0,0,2,1,1,0,2,0,0,0,0,0,0,0,2,1,0
184,0,0,0,0,2,0,0,2,1,0,1,1,2,1,0,0,1,0,1,0,0,2,0,1,1,1,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,1,0,4,4,5,4,4,5,4
185,0,1,2,1,2,1,0,1,1,1,1,1,1,0,0,0,2,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,2,0,0,0,2,1,0,2,0,0,1,0,4,4,4,1,1
186,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,4,4,1,1,0,0,0,0,2,0,1,0,0,0,2,0,0,2,2,1,2,0,2,1,0,1,0,1,2,1,0,0,0,0,0,0
187,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,2,2,1,0,0,0,1,0,2,0,0,1,2,0,0,0,2,0,0,0,2,1,0,0,2,0,2,0,2,0,1,0,4,4,0,0
188,1,1,2,1,1,0,1,0,0,0,5,0,5,4,0,4,5,4,5,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,1,2,0,0,2,0,0,2
189,0,0,1,0,2,1,0,0,0,0,1,0,2,0,0,4,4,4,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1
190,0,4,4,4,5,5,4,4,0,4,1,0,0,0,2,1,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,1,1,1,2,0,0,0,2
191,4,4,0,5,5,5,4,4,4,4,0,0,2,2,0,0,0,2,0,2,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0
192,0,2,1,0,1,0,0,0,2,0,0,0,1,2,0,0,0,1,2,4,4,4,4,5,0,5,4,5,4,5,0,1,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1
193,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,1,0,0,0,1,1,1,4,4,4,4,4,4,5
194,0,4,5,0,0,4,4,4,4,4,0,0,0,2,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0
195,0,0,0,2,0,2,2,1,1,2,5,4,4,4,5,4,5,5,5,0,0,0,0,0,1,2,0,0,0,1,0,0,2,0,0,2,2,2,0,1,2,2,0,0,0,0,0,0,2,0,0,1
196,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,4,4,4,0,4,4,0,4,0,0,4,2,0,0,1,1,2,1,1,0,2,0,0,1,2,1,0,1,1,1,0,0,0
197,4,0,4,5,4,5,5,4,4,4,2,0,0,0,2,2,1,0,1,0,0,2,2,0,0,0,1,0,0,0,2,0,0,2,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,2,0,0,2,0,0,1,0,1,0,1,2,0,0,2,1,0,0,0,1,2,0,2,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,5,0,2,0
199,1,0,0,2,2,1,0,0,0,1,2,0,0,1,0,0,2,0,0,0,0,1,0,1,2,0,0,2,0,2,2,1,0,0,1,2,0,0,1,1,0,2,2,0,0,4,4,4,4,0,5,4
200,1,0,2,0,0,0,0,1,0,0,0,1,0,0,1,4,4,0,0,1,0,1,1,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,1,2,1,0,0,2,2,1,1,0,2,1
201,1,0,1,0,1,0,0,0,2,0,0,1,2,0,0,0,1,2,0,0,1,0,1,2,1,2,0,2,1,2,0,0,1,0,2,0,1,1,2,0,1,0,0,1,0,0,0,4,4,4,0,0
202,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,1,2,0,2,1,0,0,1,1,0,0,0,2,0,1,0,2,0,2,0,0,0,4,0,0,0,1
203,4,4,4,0,5,4,4,5,4,4,0,1,2,0,0,0,0,0,1,1,1,1,0,1,2,0,1,1,2,2,0,2,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,1
204,4,0,4,4,0,0,0,0,1,0,0,0,0,0,1,2,0,2,2,1,0,0,0,1,0,2,0,2,0,0,2,0,2,0,0,0,0,2,1,0,1,2,2,0,1,2,0,1,2,1,0,0
205,0,2,1,1,1,2,2,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,1,2,1,0,1,0,1,1,2,0,2,1,0,1,1,0,1,1,0,0,0,1,2,1,1,4,0,4,2,0
206,0,0,1,1,0,1,1,1,0,0,0,1,0,2,2,2,0,2,0,0,1,0,2,0,1,0,0,0,1,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,5,4,0,5,4,4,4
207,0,2,0,1,1,0,0,0,1,0,2,0,0,0,0,5,5,4,1,2,0,0,0,0,1,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,1,2,1,0,2,1,0,0,2
208,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,2,0,2,2,0,0,1,2,0,1,2,0,0,2,0,2,0,1,0,1,1,2,0,1,2,2,1,0,0,2,0,5,0,4,0,0
209,4,4,4,4,4,2,0,0,1,0,2,1,0,1,2,0,1,1,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,2,0,0,0,1,2,0,0,0,1,0
210,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2,0,2,2,0,0,1,1,1,0,1,0,0,2,0,4,4,4,4,5,4,4,4,4,4,5,0,4,4,4,0,0,0,2,0,0,2
211,2,0,0,2,2,0,0,1,1,0,0,1,0,2,1,5,4,4,0,0,0,1,1,2,1,0,2,1,1,0,0,0,1,0,2,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0
212,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,5,4,4,4,4
213,5,4,5,4,4,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,2,0,1,0,0,1,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,1,1
214,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,4,4,4,2,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,2,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0
215,0,1,0,1,0,2,0,2,0,2,2,0,0,2,2,0,0,1,0,0,0,0,2,1,2,1,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,2,0,5,5,4,0,1
216,0,0,1,0,0,0,2,0,0,0,4,5,4,4,4,4,5,4,0,0,1,0,1,2,0,0,2,0,0,0,0,1,0,2,1,2,0,0,0,0,2,0,0,0,2,0,1,0,0,0,2,2
217,5,0,4,4,5,4,4,0,0,4,0,0,1,0,0,2,0,0,1,2,0,2,0,2,2,0,0,0,0,0,2,0,0,0,2,2,2,1,1,1,0,0,1,0,0,1,0,2,0,2,2,0
218,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,1,0,2,1,1,1,1,0,2,0,4,5,0,0
219,0,1,1,0,0,1,0,0,0,0,1,1,2,1,2,1,2,0,1,0,1,0,0,2,2,0,1,1,0,2,1,1,1,0,0,0,2,0,1,0,0,2,0,1,0,0,0,4,4,5,1,0
220,0,0,0,1,2,2,0,2,1,1,2,0,0,0,0,0,2,0,0,4,4,4,4,4,4,4,4,4,4,4,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,1,0
221,1,1,0,2,0,0,0,2,2,0,0,0,2,1,1,0,0,1,0,0,0,0,2,2,1,0,1,1,0,0,1,1,0,1,0,2,1,1,0,0,0,2,0,0,0,4,4,4,0,5,0,4
222,0,1,2,1,0,0,0,2,1,0,1,2,0,0,1,1,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,1,1,0,1,1,0,2,2,2,0,4,5,5,4,4,4,0
223,0,0,0,0,2,0,1,0,0,1,4,0,4,4,5,5,5,4,4,1,0,0,0,0,0,1,0,1,1,0,0,0,2,2,0,0,2,1,0,1,1,1,2,0,0,0,1,0,0,2,1,0
224,5,4,4,5,4,2,0,0,1,0,2,2,1,1,0,2,1,0,1,1,0,2,2,1,1,2,0,1,0,0,0,1,0,0,1,0,0,2,1,1,1,0,0,2,0,0,1,0,0,0,0,2
225,2,1,0,0,2,0,0,2,0,0,0,0,0,2,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,2,0,1,0,1,0,0,4,0,0,0
226,0,0,2,1,1,2,1,1,2,1,1,0,0,0,2,0,0,0,1,1,0,1,2,0,0,0,0,1,0,0,4,4,4,5,0,4,4,5,0,4,4,0,4,4,4,0,1,0,0,2,0,0
227,0,4,5,4,4,4,0,0,4,5,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,1,1,0,2,1,2,0,1,1,0,0,1,1,1,2,0,0,2
228,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1,1,0,0,4,5,4,4,4,4,4,4,0,5,0,0,2,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,1
229,0,0,2,2,1,0,0,1,1,0,4,4,5,4,4,4,4,4,5,0,0,2,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,1,0,2
230,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,5,4,4,0,0,0,4,0,4,5,5,1,0,1,0,0,0,0,1,2,1,0,0,1,2,0,0,0,0,0,0,1,1
231,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,4,4,2,0,2,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,2
232,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,1,0,1,1,1,0,0,0,0,1,0,0,0,2,1,0,2,2,0,0,0,1,2,1,4,4,5,0,1
233,4,4,4,5,0,5,4,4,4,4,1,0,1,2,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,1,1,0,2,0,2,2,2,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0
234,5,0,5,0,4,0,4,0,0,4,0,1,1,0,1,0,2,1,0,1,0,0,2,0,0,0,0,0,0,2,2,0,1,0,0,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,2,0
235,0,2,2,1,0,0,1,0,1,0,0,0,2,1,1,0,0,1,0,5,5,4,0,4,5,0,4,5,5,0,1,0,0,0,1,0,1,0,2,1,2,1,0,1,0,2,0,1,1,0,0,0
236,0,0,0,0,2,0,1,2,0,1,1,0,0,0,0,1,0,0,1,0,2,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,4,0,0,1,2
237,0,2,0,1,0,2,2,0,1,1,1,2,0,0,0,0,4,0,0,1,0,2,1,1,2,2,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,2,0,0,2,0,0,2,0,1,1,0
238,1,0,0,0,1,0,0,1,0,0,2,0,1,1,1,2,2,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,2,1,0,1,0,2,1,1,0,0,2,0,5,5,0,4,5,5,0
239,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,2,1,1,0,0,0,0,2,0,4,4,4,0,0
240,1,0,2,0,2,1,1,0,1,2,0,0,2,0,0,0,4,4,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
241,2,1,2,0,0,0,2,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,4,4,4,0,0,4,5,4,4,0,4,4,0,0,4,1,0,0,0,1,1,2
242,4,4,4,0,0,2,0,0,0,2,1,0,1,1,0,1,1,2,2,0,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,1,0,2,0,0,2
243,0,0,0,1,0,2,0,0,1,1,1,2,2,1,0,2,2,0,1,4,5,4,4,4,4,5,4,4,4,4,1,1,2,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,2,0,2
244,2,0,0,0,0,1,0,2,2,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,4,5,0,4,0,4,0
245,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,4,4,5,4,4
246,4,4,4,4,5,4,4,4,0,5,2,0,0,0,0,0,0,1,2,0,1,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0
247,0,4,4,4,4,0,1,0,2,2,2,0,0,2,0,0,0,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,1,0,0,1,0,0,0,2,1,0,1
248,4,4,0,5,0,0,1,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,1,1,1,2,1,2,1,0
249,4,5,4,5,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0
250,0,0,2,0,0,1,1,0,0,1,4,4,5,4,4,5,4,5,5,0,0,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,2,2,0
